https://www.weathergraphics.com/identifiers/,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
StationID,url,name,province,latitude,longitude,elevation,climateid,wmoid,tcid,_Tagz,_Flgz
8200774,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1993-04-01%7C2026-03-25&mlyRange=2004-11-01%7C2007-07-01&climate_id=8200774&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=132&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,CARIBOU POINT (AUT), NOVA SCOTIA ,"45°46'00.000"" N","62°41'00.000"" W",2.40 m,8200774,71415,WBK                 ,CWBK                 ,
3070600,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2001-02-14%7C2026-03-25&dlyRange=2001-01-01%7C2026-03-25&mlyRange=2001-01-01%7C2007-11-01&climate_id=3070600&Prov=AB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=60&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,BEAVERLODGE RCS, ALBERTA ,"55°11'48.002"" N","119°23'47.090"" W",745.00 m,3070600,71230,WBM                 ,CWBM                 ,
3030QLP,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1988-12-01%7C2026-03-25&mlyRange=1988-01-01%7C2007-10-01&climate_id=3030QLP&Prov=AB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=94&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,BROOKS, ALBERTA ,"50°33'19.070"" N","111°50'56.030"" W",747.00 m,3030QLP,71457,WBO                 ,CWBO                 ,
701LP0N,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-15%7C2026-03-25&dlyRange=1995-02-16%7C2026-03-25&mlyRange=%7C&climate_id=701LP0N&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=499&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,LAC SAINT-PIERRE, QUEBEC ,"46°11'00.000"" N","72°55'00.000"" W",16.20 m,701LP0N,71198,WBS                 ,CWBS                 ,
7044328,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1994-01-27%7C2026-03-25&mlyRange=%7C&climate_id=7044328&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=530&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,LONGUE-POINTE-DE-MINGAN, QUEBEC ,"50°16'17.000"" N","64°13'35.000"" W",11.00 m,7044328,71512,WBT                 ,CWBT                 ,
407N51G,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1996-11-01%7C2026-03-25&mlyRange=1997-03-01%7C2007-10-01&climate_id=407N51G&Prov=SK&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=635&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,NIPAWIN, SASKATCHEWAN ,"53°20'00.000"" N","104°00'00.000"" W",371.90 m,407N51G,71312,WBU                 ,CWBU                 ,
8200558,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1992-12-19%7C2026-03-25&mlyRange=%7C&climate_id=8200558&Prov=NS&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=58&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,BEAVER ISLAND (AUT), NOVA SCOTIA ,"44°49'00.000"" N","62°20'00.000"" W",16.00 m,8200558,71403,WBV                 ,CWBV                 ,
7056202,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1992-12-02%7C2026-03-25&mlyRange=%7C&climate_id=7056202&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=729&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,PORT-MENIER, QUEBEC ,"49°50'19.000"" N","64°17'36.000"" W",55.20 m,7056202,71810,WBY                 ,CWBY                 ,
702FQLF,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1994-07-06%7C2026-03-25&mlyRange=%7C&climate_id=702FQLF&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=879&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,ST-ANICET 1, QUEBEC ,"45°07'15.000"" N","74°17'22.000"" W",49.10 m,702FQLF,71712,WBZ                 ,CWBZ                 ,
5030203,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1985-05-14%7C2026-03-25&dlyRange=1985-07-01%7C2026-03-25&mlyRange=1985-01-01%7C2007-10-01&climate_id=5030203&Prov=MB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=71&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,BERENS RIVER CS, MANITOBA ,"52°21'35.052"" N","97°01'19.032"" W",221.90 m,5030203,71158,WCF                 ,CWCF                 ,
6020LPQ,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=2000-12-13%7C2026-03-25&mlyRange=2005-02-01%7C2006-12-01&climate_id=6020LPQ&Prov=ON&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=25&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,ATIKOKAN (AUT), ONTARIO ,"48°45'40.000"" N","91°37'41.000"" W",389.30 m,6020LPQ,71747,WCH                 ,CWCH                 ,
6041222,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1993-01-09%7C2026-03-25&mlyRange=%7C&climate_id=6041222&Prov=ON&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=131&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,CARIBOU ISLAND (AUT), ONTARIO ,"47°20'00.000"" N","85°50'00.000"" W",187.00 m,6041222,71433,WCI                 ,CWCI                 ,
6046768,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2012-06-01%7C2026-03-25&dlyRange=2011-11-24%7C2026-03-25&mlyRange=%7C&climate_id=6046768&Prov=ON&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=748&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,PUKASKWA (AUT), ONTARIO ,"48°36'28.000"" N","86°17'14.000"" W",191.50 m,6046768,71750,WCJ                 ,CWCJ                 ,
3011887,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1999-09-13%7C2026-03-25&dlyRange=1996-03-01%7C2026-03-25&mlyRange=1996-05-01%7C2007-11-01&climate_id=3011887&Prov=AB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=196&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,CORONATION CLIMATE, ALBERTA ,"52°04'27.000"" N","111°26'58.000"" W",791.00 m,3011887,71318,WCT                 ,CWCT                 ,
1060080,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2001-12-13&dlyRange=1978-01-01%7C2026-03-25&mlyRange=1978-01-01%7C2007-02-01&climate_id=1060080&Prov=BC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=3&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,ADDENBROKE ISLAND, BRITISH COLUMBIA ,"51°36'12.700"" N","127°51'49.900"" W",21.30 m,1060080,,WCZ                 ,CWCZ                 ,
8401538,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1993-04-03%7C2026-03-25&mlyRange=2005-11-01%7C2007-07-01&climate_id=8401538&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=256&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,ENGLEE (AUT), NEWFOUNDLAND AND LABRADOR ,"50°43'16.000"" N","56°06'46.000"" W",30.30 m,8401538,71417,WDA                 ,CWDA                 ,
406QLD0,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1992-12-17%7C2026-03-25&mlyRange=1998-07-01%7C2007-10-01&climate_id=406QLD0&Prov=SK&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=969&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,URANIUM CITY (AUT), SASKATCHEWAN ,"59°34'00.000"" N","108°29'00.000"" W",318.20 m,406QLD0,71076,WDC                 ,CWDC                 ,
706I001,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-09-19%7C2026-03-25&dlyRange=1995-11-09%7C2026-03-25&mlyRange=%7C&climate_id=706I001&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=495&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,LAC BENOIT, QUEBEC ,"51°31'57.000"" N","71°06'39.000"" W",549.00 m,706I001,71520,WDE                 ,CWDE                 ,
8400301,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1986-12-31%7C2026-03-25&dlyRange=1973-01-01%7C2026-03-25&mlyRange=1973-01-01%7C2007-07-01&climate_id=8400301&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=30&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,BADGER (AUT), NEWFOUNDLAND AND LABRADOR ,"48°58'00.000"" N","56°04'00.000"" W",102.70 m,8400301,71400,WDI                 ,CWDI                 ,
4016699,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1996-01-30%7C2026-03-25&dlyRange=1999-10-01%7C2026-03-25&mlyRange=1999-10-01%7C2007-11-01&climate_id=4016699&Prov=SK&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=776&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,REGINA RCS, SASKATCHEWAN ,"50°26'00.000"" N","104°40'00.000"" W",577.30 m,4016699,71514,WDJ                 ,CWDJ                 ,
3031640,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1951-08-01%7C2026-03-25&mlyRange=1951-01-01%7C2007-11-01&climate_id=3031640&Prov=AB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=171&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,CLARESHOLM, ALBERTA ,"50°00'13.070"" N","113°38'19.090"" W","1,009.00 m",3031640,71234,WDK                 ,CWDK                 ,
7041382,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1992-12-02%7C2026-03-25&mlyRange=%7C&climate_id=7041382&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=160&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,CHEVERY, QUEBEC ,"50°27'54.000"" N","59°38'22.000"" W",7.70 m,7041382,71814,WDM                 ,CWDM                 ,
8404025,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1993-02-06%7C2026-03-25&mlyRange=2004-11-01%7C2007-07-01&climate_id=8404025&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=959&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,TWILLINGATE (AUT), NEWFOUNDLAND AND LABRADOR ,"49°41'00.000"" N","54°48'00.000"" W",92.30 m,8404025,71402,WDO                 ,CWDO                 ,
706I155,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-09-30%7C2026-03-25&dlyRange=1994-10-03%7C2026-03-25&mlyRange=%7C&climate_id=706I155&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=554&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,MANOUANE EST, QUEBEC ,"50°39'23.000"" N","70°31'55.000"" W",497.00 m,706I155,71521,WDP                 ,CWDP                 ,
707DBD4,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1994-07-06%7C2026-03-25&mlyRange=%7C&climate_id=707DBD4&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=494&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,LA TUQUE, QUEBEC ,"47°24'40.000"" N","72°47'15.000"" W",168.90 m,707DBD4,71378,WDQ                 ,CWDQ                 ,
1012475,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1997-01-02%7C2026-03-25&dlyRange=1997-04-01%7C2026-03-25&mlyRange=1998-05-01%7C2005-08-01&climate_id=1012475&Prov=BC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=226&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,DISCOVERY ISLAND, BRITISH COLUMBIA ,"48°25'28.590"" N","123°13'32.519"" W",18.90 m,1012475,71031,WDR                 ,CWDR                 ,
7061541,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-08-01%7C2026-03-25&dlyRange=1960-03-01%7C2026-03-25&mlyRange=1960-01-01%7C1976-12-01&climate_id=7061541&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=170&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,CHUTE-DES-PASSES, QUEBEC ,"49°50'25.000"" N","71°10'06.000"" W",398.20 m,7061541,71522,WDT                 ,CWDT                 ,
3031875,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1993-06-04%7C2026-03-25&mlyRange=1996-06-01%7C2007-11-01&climate_id=3031875&Prov=AB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=187&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,COP UPPER, ALBERTA ,"51°04'34.020"" N","114°13'20.090"" W","1,235.00 m",3031875,71235,WDU                 ,CWDU                 ,
6049095,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1973-01-01%7C2026-03-25&mlyRange=1972-01-01%7C2006-11-01&climate_id=6049095&Prov=ON&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=968&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,UPSALA (AUT), ONTARIO ,"49°02'00.000"" N","90°28'00.000"" W",488.50 m,6049095,71435,WDV                 ,CWDV                 ,
8403399,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1996-11-05%7C2026-03-25&dlyRange=1999-12-17%7C2026-03-25&mlyRange=2006-08-01%7C2007-07-01&climate_id=8403399&Prov=NL&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=872&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,ST ANTHONY, NEWFOUNDLAND AND LABRADOR ,"51°23'00.000"" N","56°06'00.000"" W",29.30 m,8403399,71558,WDW                 ,CWDW                 ,
30221LG,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1995-10-06%7C2026-03-25&mlyRange=1996-04-01%7C2007-10-01&climate_id=30221LG&Prov=AB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=228&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,DRUMHELLER EAST, ALBERTA ,"51°26'43.000"" N","112°40'36.000"" W",678.20 m,30221LG,71237,WDZ                 ,CWDZ                 ,
503B1ER,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1992-12-01%7C2026-03-25&mlyRange=1996-01-01%7C2007-10-01&climate_id=503B1ER&Prov=MB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=699&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,PINAWA, MANITOBA ,"50°10'38.020"" N","96°03'53.000"" W",268.00 m,503B1ER,71448,WEA                 ,CWEA                 ,
1032731,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1993-01-18%7C2026-03-25&mlyRange=1997-04-01%7C2007-02-01&climate_id=1032731&Prov=BC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=265&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,ESTEVAN POINT CS, BRITISH COLUMBIA ,"49°22'59.914"" N","126°32'35.193"" W",5.80 m,1032731,71894,WEB                 ,CWEB                 ,
6049443,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1967-05-01%7C2026-03-25&mlyRange=1967-01-01%7C1985-12-01&climate_id=6049443&Prov=ON&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=1011&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,WELCOME ISLAND (AUT), ONTARIO ,"48°22'09.000"" N","89°07'10.000"" W",211.40 m,6049443,71751,WEC                 ,CWEC                 ,
7061288,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-06-23%7C2026-03-25&dlyRange=1994-07-06%7C2026-03-25&mlyRange=%7C&climate_id=7061288&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=143&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,CHAMOUCHOUANE, QUEBEC ,"49°16'43.000"" N","73°21'20.000"" W",303.80 m,7061288,71523,WEE                 ,CWEE                 ,
4032322,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1992-12-02%7C2026-03-25&mlyRange=1997-01-01%7C2007-10-01&climate_id=4032322&Prov=SK&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=237&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,EASTEND CYPRESS (AUT), SASKATCHEWAN ,"49°26'16.010"" N","108°59'19.050"" W","1,079.60 m",4032322,71131,WEH                 ,CWEH                 ,
501A7AR,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1992-12-01%7C2026-03-25&mlyRange=1996-01-01%7C2007-11-01&climate_id=501A7AR&Prov=MB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=580&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,MELITA, MANITOBA ,"49°16'52.600"" N","100°59'10.900"" W",445.90 m,501A7AR,71447,WEI                 ,CWEI                 ,
1063303,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1994-12-30%7C2026-03-25&mlyRange=2005-06-01%7C2007-02-01&climate_id=1063303&Prov=BC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=362&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,GREY ISLET (AUT), BRITISH COLUMBIA ,"54°34'49.152"" N","130°41'52.080"" W",9.50 m,1063303,71476,WEK                 ,CWEK                 ,
1022689,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1992-05-01%7C2026-03-25&mlyRange=1992-05-01%7C2006-07-01&climate_id=1022689&Prov=BC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=258&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,ENTRANCE ISLAND, BRITISH COLUMBIA ,"49°12'31.195"" N","123°48'38.001"" W",7.60 m,1022689,71772,WEL                 ,CWEL                 ,
704C64L,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1993-03-22%7C2026-03-25&mlyRange=%7C&climate_id=704C64L&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=496&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,LAC EON, QUEBEC ,"51°52'02.000"" N","63°17'01.000"" W",588.90 m,704C64L,71421,WEO                 ,CWEO                 ,
8300418,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1992-12-08%7C2026-03-25&mlyRange=2004-01-01%7C2007-07-01&climate_id=8300418&Prov=PE&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=236&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,EAST POINT (AUT), PRINCE EDWARD ISLAND ,"46°27'36.000"" N","61°59'18.000"" W",7.70 m,8300418,71412,WEP                 ,CWEP                 ,
504K80K,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1993-03-27%7C2026-03-25&mlyRange=1996-10-01%7C2007-10-01&climate_id=504K80K&Prov=MB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=907&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,SWAN RIVER RCS, MANITOBA ,"52°06'53.900"" N","101°13'58.500"" W",334.80 m,504K80K,71443,WEQ                 ,CWEQ                 ,
1031353,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1966-06-01%7C2001-12-13&dlyRange=1965-12-01%7C2026-03-25&mlyRange=1965-01-01%7C2007-02-01&climate_id=1031353&Prov=BC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=127&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,CAPE SCOTT, BRITISH COLUMBIA ,"50°46'56.040"" N","128°25'38.020"" W",71.60 m,1031353,,WES                 ,CWES                 ,
2401208,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2016-02-25%7C2026-03-25&dlyRange=2018-10-29%7C2026-03-25&mlyRange=%7C&climate_id=2401208&Prov=NU&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=267&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,EUREKA A, NUNAVUT ,"79°59'40.000"" N","85°48'43.000"" W",82.90 m,2401208,,WEU                 ,CWEU                 ,
2401203,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2016-02-22%7C2026-03-25&dlyRange=2016-02-25%7C2018-10-29&mlyRange=%7C&climate_id=2401203&Prov=NU&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=268&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,EUREKA A, NUNAVUT ,"79°59'40.000"" N","85°48'43.000"" W",82.90 m,2401203,71917,WEU                 ,CWEU                 ,
7014160,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-09-07%7C2026-03-25&dlyRange=1930-01-01%7C2026-03-25&mlyRange=1930-01-01%7C1994-12-01&climate_id=7014160&Prov=QC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=484&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,L'ASSOMPTION, QUEBEC ,"45°48'34.000"" N","73°26'05.000"" W",21.00 m,7014160,71524,WEW                 ,CWEW                 ,
5020881,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=2009-06-18%7C2026-03-25&dlyRange=2009-07-23%7C2026-03-25&mlyRange=%7C&climate_id=5020881&Prov=MB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=255&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,EMERSON AUTO, MANITOBA ,"49°00'00.000"" N","97°14'15.000"" W",242.00 m,5020881,71560,WEX                 ,CWEX                 ,
1017101,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-28%7C2026-03-25&dlyRange=1980-05-01%7C2026-03-25&mlyRange=1980-01-01%7C2007-02-01&climate_id=1017101&Prov=BC&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=836&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,SATURNA ISLAND CS, BRITISH COLUMBIA ,"48°47'02.067"" N","123°02'41.082"" W",24.40 m,1017101,71473,WEZ                 ,CWEZ                 ,
3012275,https://climate.weather.gc.ca/climate_data/daily_data_e.html?hlyRange=1994-02-01%7C2026-03-25&dlyRange=1981-11-01%7C2026-03-25&mlyRange=1981-01-01%7C2007-11-01&climate_id=3012275&Prov=AB&urlExtension=_e.html&searchType=stnProv&optLimit=specDate&StartYear=1840&EndYear=2026&selRowPerPage=100&Line=253&Month=3&Day=25&lstProvince=&Apply=Apply&timeframe=2,ELK ISLAND NAT PARK, ALBERTA ,"53°40'58.000"" N","112°52'05.000"" W",716.20 m,3012275,71238,WFE                 ,CWFE                 ,
